Span	12800 Hz			Span	12800 Hz			Span	12800 Hz			
9.583000000e+003	-3.951274292e+001	-7.624524366e-001		9.583000000e+003	2.083814883e+001	1.037103327e+001		9.583000000e+003	1.326110469e+001	5.483506197e+000		
9.584000000e+003	-3.962196222e+001	-8.021969461e-001		9.584000000e+003	2.102324469e+001	1.045057801e+001		9.584000000e+003	1.375788337e+001	5.275498389e+000		
9.585000000e+003	-3.972940461e+001	-2.565678231e-001		9.585000000e+003	2.080564476e+001	1.016671037e+001		9.585000000e+003	1.346022756e+001	4.681103621e+000		
9.586000000e+003	-3.951709962e+001	3.151138171e-001		9.586000000e+003	2.118683713e+001	9.807303037e+000		9.586000000e+003	1.373923826e+001	4.263878632e+000		
9.587000000e+003	-4.033034571e+001	8.569650608e-001		9.587000000e+003	2.154961157e+001	9.264575981e+000		9.587000000e+003	1.426244342e+001	4.057668351e+000		
9.588000000e+003	-3.969443278e+001	6.907255844e-001		9.588000000e+003	2.175258545e+001	9.577900343e+000		9.588000000e+003	1.370144391e+001	3.929636675e+000		
9.589000000e+003	-4.015623651e+001	1.394491310e+000		9.589000000e+003	2.206615565e+001	9.081310714e+000		9.589000000e+003	1.429196316e+001	3.034671972e+000		
9.590000000e+003	-4.007517703e+001	2.613240242e+000		9.590000000e+003	2.218120826e+001	8.087369036e+000		9.590000000e+003	1.436305824e+001	1.871707928e+000		
9.591000000e+003	-4.025266890e+001	2.462224263e+000		9.591000000e+003	2.212122120e+001	8.568970068e+000		9.591000000e+003	1.421163966e+001	1.911871041e+000		
9.592000000e+003	-4.056101729e+001	2.988537656e+000		9.592000000e+003	2.272945509e+001	8.214839787e+000		9.592000000e+003	1.460855816e+001	1.198172969e+000		
9.593000000e+003	-4.020648790e+001	3.182789774e+000		9.593000000e+003	2.252680174e+001	7.607340305e+000		9.593000000e+003	1.422074049e+001	1.130851487e+000		
9.594000000e+003	-3.996143299e+001	3.953449529e+000		9.594000000e+003	2.278367264e+001	7.419596198e+000		9.594000000e+003	1.435330235e+001	1.950098729e-001		
9.595000000e+003	-4.029449008e+001	4.409875461e+000		9.595000000e+003	2.313307824e+001	7.456561222e+000		9.595000000e+003	1.444179310e+001	-7.053302464e-001		
9.596000000e+003	-4.033579780e+001	4.779223455e+000		9.596000000e+003	2.358480711e+001	6.879353237e+000		9.596000000e+003	1.449069548e+001	-8.132283866e-001		
9.597000000e+003	-4.014124635e+001	4.850973987e+000		9.597000000e+003	2.316798472e+001	6.649789500e+000		9.597000000e+003	1.409541386e+001	-1.300431762e+000		
9.598000000e+003	-4.010672886e+001	5.384260624e+000		9.598000000e+003	2.401568140e+001	6.308524703e+000		9.598000000e+003	1.415849261e+001	-1.688406875e+000		
9.599000000e+003	-4.010840930e+001	6.212467687e+000		9.599000000e+003	2.400411592e+001	6.442673259e+000		9.599000000e+003	1.420608176e+001	-2.402646617e+000		
9.600000000e+003	-4.078239043e+001	6.608010325e+000		9.600000000e+003	2.423480617e+001	5.394549432e+000		9.600000000e+003	1.451917272e+001	-2.794878165e+000		
9.601000000e+003	-4.062236893e+001	7.138378364e+000		9.601000000e+003	2.463385945e+001	5.198755548e+000		9.601000000e+003	1.394313016e+001	-3.311800929e+000		
9.602000000e+003	-4.083777962e+001	7.250053752e+000		9.602000000e+003	2.442198702e+001	4.990451329e+000		9.602000000e+003	1.434750639e+001	-3.930415046e+000		
9.603000000e+003	-4.032050890e+001	8.012602658e+000		9.603000000e+003	2.444537471e+001	3.973996416e+000		9.603000000e+003	1.374330866e+001	-4.477908019e+000		
9.604000000e+003	-4.047543307e+001	8.074573571e+000		9.604000000e+003	2.438527562e+001	4.304798526e+000		9.604000000e+003	1.377204575e+001	-4.185848232e+000		
9.605000000e+003	-4.036418169e+001	8.872887853e+000		9.605000000e+003	2.476179544e+001	3.489179207e+000		9.605000000e+003	1.369158999e+001	-5.433957708e+000		
9.606000000e+003	-4.033176786e+001	9.181012963e+000		9.606000000e+003	2.493394412e+001	3.188273573e+000		9.606000000e+003	1.331353288e+001	-5.647448731e+000		
9.607000000e+003	-4.032855635e+001	9.675348778e+000		9.607000000e+003	2.489680483e+001	2.820928883e+000		9.607000000e+003	1.329456413e+001	-6.016820453e+000		
9.608000000e+003	-4.045150858e+001	9.839650740e+000		9.608000000e+003	2.513936398e+001	2.472255560e+000		9.608000000e+003	1.346476008e+001	-6.132293558e+000		
9.609000000e+003	-4.060266109e+001	1.057848832e+001		9.609000000e+003	2.535617504e+001	1.493975334e+000		9.609000000e+003	1.312399630e+001	-6.852877741e+000		
9.610000000e+003	-4.061359952e+001	1.045567223e+001		9.610000000e+003	2.570387685e+001	2.010201513e+000		9.610000000e+003	1.303212678e+001	-7.020211497e+000		
9.611000000e+003	-4.031271353e+001	1.111464065e+001		9.611000000e+003	2.540372061e+001	1.181547694e+000		9.611000000e+003	1.268099328e+001	-7.500893733e+000		
9.612000000e+003	-4.017615906e+001	1.197789851e+001		9.612000000e+003	2.578033690e+001	2.826278285e-001		9.612000000e+003	1.217581396e+001	-7.868835524e+000		
9.613000000e+003	-4.020221211e+001	1.175686924e+001		9.613000000e+003	2.555293284e+001	1.101004412e+000		9.613000000e+003	1.226998086e+001	-7.645529872e+000		
9.614000000e+003	-4.049533696e+001	1.274085197e+001		9.614000000e+003	2.612707869e+001	-9.126616116e-002		9.614000000e+003	1.210355968e+001	-8.986533090e+000		
9.615000000e+003	-3.984849183e+001	1.382794685e+001		9.615000000e+003	2.558724183e+001	-8.643742670e-001		9.615000000e+003	1.113685125e+001	-9.160205064e+000		
9.616000000e+003	-3.979104877e+001	1.416968933e+001		9.616000000e+003	2.553467983e+001	-9.730420743e-001		9.616000000e+003	1.092075360e+001	-9.521161357e+000		
9.617000000e+003	-3.982964600e+001	1.415491234e+001		9.617000000e+003	2.564643691e+001	-1.674254026e+000		9.617000000e+003	1.088793911e+001	-9.772659511e+000		
9.618000000e+003	-3.986365625e+001	1.486399757e+001		9.618000000e+003	2.571921710e+001	-1.905596423e+000		9.618000000e+003	1.054857726e+001	-1.019110321e+001		
9.619000000e+003	-3.933549068e+001	1.534274107e+001		9.619000000e+003	2.484458359e+001	-2.254710473e+000		9.619000000e+003	1.013633874e+001	-1.033098899e+001		
9.620000000e+003	-3.930260072e+001	1.534140605e+001		9.620000000e+003	2.546940872e+001	-2.767302213e+000		9.620000000e+003	1.000757265e+001	-1.060891985e+001		
9.621000000e+003	-3.934266056e+001	1.580197279e+001		9.621000000e+003	2.508843574e+001	-2.791855317e+000		9.621000000e+003	9.720222764e+000	-1.093574764e+001		
9.622000000e+003	-3.935435829e+001	1.654828600e+001		9.622000000e+003	2.602156725e+001	-3.886930146e+000		9.622000000e+003	9.244600522e+000	-1.109106080e+001		
9.623000000e+003	-3.962776285e+001	1.706014352e+001		9.623000000e+003	2.604498294e+001	-4.351777342e+000		9.623000000e+003	9.061104973e+000	-1.166916502e+001		
9.624000000e+003	-3.913706177e+001	1.764351779e+001		9.624000000e+003	2.588740586e+001	-4.158017102e+000		9.624000000e+003	8.684725192e+000	-1.184098384e+001		
9.625000000e+003	-3.926370786e+001	1.815335878e+001		9.625000000e+003	2.558609509e+001	-5.125514403e+000		9.625000000e+003	8.673667738e+000	-1.221382225e+001		
9.626000000e+003	-3.891698941e+001	1.909107572e+001		9.626000000e+003	2.550744580e+001	-5.676362033e+000		9.626000000e+003	7.645264581e+000	-1.241217647e+001		
9.627000000e+003	-3.816535948e+001	1.901003336e+001		9.627000000e+003	2.481427653e+001	-6.444396878e+000		9.627000000e+003	7.183824945e+000	-1.232470643e+001		
9.628000000e+003	-3.864124156e+001	1.923728805e+001		9.628000000e+003	2.538993633e+001	-6.061215980e+000		9.628000000e+003	7.412174252e+000	-1.243800313e+001		
9.629000000e+003	-3.766370130e+001	2.016298050e+001		9.629000000e+003	2.500421143e+001	-6.867349757e+000		9.629000000e+003	6.505629875e+000	-1.249741215e+001		
9.630000000e+003	-3.759434267e+001	2.034080690e+001		9.630000000e+003	2.504907453e+001	-7.303170454e+000		9.630000000e+003	6.465546700e+000	-1.286165153e+001		
9.631000000e+003	-3.767215329e+001	2.141760518e+001		9.631000000e+003	2.520716975e+001	-8.422778743e+000		9.631000000e+003	5.873919602e+000	-1.346071613e+001		
9.632000000e+003	-3.751746874e+001	2.142245357e+001		9.632000000e+003	2.473172333e+001	-7.886312106e+000		9.632000000e+003	5.674930158e+000	-1.329284479e+001		
9.633000000e+003	-3.731485740e+001	2.217906414e+001		9.633000000e+003	2.486598897e+001	-9.191702432e+000		9.633000000e+003	5.524216036e+000	-1.374271739e+001		
9.634000000e+003	-3.637334391e+001	2.242237948e+001		9.634000000e+003	2.458596223e+001	-9.504257370e+000		9.634000000e+003	4.486318001e+000	-1.306163951e+001		
9.635000000e+003	-3.677417566e+001	2.308732202e+001		9.635000000e+003	2.481467174e+001	-1.013123362e+001		9.635000000e+003	4.373044639e+000	-1.380112515e+001		
9.636000000e+003	-3.627489188e+001	2.417544617e+001		9.636000000e+003	2.421846078e+001	-1.070114803e+001		9.636000000e+003	3.667293845e+000	-1.402399824e+001		
9.637000000e+003	-3.575388996e+001	2.394459098e+001		9.637000000e+003	2.398308085e+001	-1.045103313e+001		9.637000000e+003	3.604650756e+000	-1.361669991e+001		
9.638000000e+003	-3.504382604e+001	2.419922285e+001		9.638000000e+003	2.395488524e+001	-1.059912506e+001		9.638000000e+003	2.970985610e+000	-1.379125723e+001		
9.639000000e+003	-3.504823253e+001	2.495105661e+001		9.639000000e+003	2.338285083e+001	-1.160853224e+001		9.639000000e+003	3.011153196e+000	-1.387284262e+001		
9.640000000e+003	-3.504351173e+001	2.553841414e+001		9.640000000e+003	2.332209201e+001	-1.222531849e+001		9.640000000e+003	2.431403544e+000	-1.386062675e+001		
9.641000000e+003	-3.443508023e+001	2.592929239e+001		9.641000000e+003	2.319330180e+001	-1.230126195e+001		9.641000000e+003	1.893569215e+000	-1.391555537e+001		
9.642000000e+003	-3.354205367e+001	2.569335854e+001		9.642000000e+003	2.263218404e+001	-1.253092916e+001		9.642000000e+003	1.283950219e+000	-1.335447650e+001		
9.643000000e+003	-3.268864817e+001	2.697298445e+001		9.643000000e+003	2.201909242e+001	-1.366183530e+001		9.643000000e+003	9.021015185e-001	-1.408036146e+001		
9.644000000e+003	-3.250262652e+001	2.687595456e+001		9.644000000e+003	2.190363371e+001	-1.383967726e+001		9.644000000e+003	6.291177947e-001	-1.355488926e+001		
9.645000000e+003	-3.189731005e+001	2.766625019e+001		9.645000000e+003	2.124168018e+001	-1.456040264e+001		9.645000000e+003	1.369846769e-001	-1.374778828e+001		
9.646000000e+003	-3.122551660e+001	2.821737867e+001		9.646000000e+003	2.083022898e+001	-1.511849717e+001		9.646000000e+003	-5.167440714e-001	-1.346444422e+001		
9.647000000e+003	-3.120544468e+001	2.838468831e+001		9.647000000e+003	2.123923109e+001	-1.556274652e+001		9.647000000e+003	-6.550185083e-001	-1.380212252e+001		
9.648000000e+003	-3.001878292e+001	2.811016656e+001		9.648000000e+003	2.033603009e+001	-1.590747334e+001		9.648000000e+003	-1.300889118e+000	-1.276126466e+001		
9.649000000e+003	-2.987884579e+001	2.862203186e+001		9.649000000e+003	1.979215706e+001	-1.574057136e+001		9.649000000e+003	-1.416415224e+000	-1.304418160e+001		
9.650000000e+003	-2.922816988e+001	2.912031671e+001		9.650000000e+003	2.007860527e+001	-1.645501221e+001		9.650000000e+003	-2.088430493e+000	-1.293988226e+001		
9.651000000e+003	-2.884940792e+001	2.918403342e+001		9.651000000e+003	1.923285200e+001	-1.705282894e+001		9.651000000e+003	-1.869372233e+000	-1.257625204e+001		
9.652000000e+003	-2.864771460e+001	2.973137780e+001		9.652000000e+003	1.917369582e+001	-1.713631260e+001		9.652000000e+003	-2.337265032e+000	-1.298654794e+001		
9.653000000e+003	-2.786127465e+001	2.964630705e+001		9.653000000e+003	1.851027657e+001	-1.739411240e+001		9.653000000e+003	-2.535172887e+000	-1.232972441e+001		
9.654000000e+003	-2.710053922e+001	2.892202473e+001		9.654000000e+003	1.767192812e+001	-1.710942555e+001		9.654000000e+003	-2.872043255e+000	-1.185136212e+001		
9.655000000e+003	-2.682338790e+001	2.955541078e+001		9.655000000e+003	1.799002463e+001	-1.758232797e+001		9.655000000e+003	-3.010368212e+000	-1.142355386e+001		
9.656000000e+003	-2.615037457e+001	2.957190710e+001		9.656000000e+003	1.748128993e+001	-1.769989812e+001		9.656000000e+003	-3.633129556e+000	-1.143323117e+001		
9.657000000e+003	-2.524777417e+001	3.049285075e+001		9.657000000e+003	1.680955249e+001	-1.836210839e+001		9.657000000e+003	-3.804526710e+000	-1.156807174e+001		
9.658000000e+003	-2.515479913e+001	2.992574253e+001		9.658000000e+003	1.653113773e+001	-1.775897494e+001		9.658000000e+003	-3.997893291e+000	-1.126460441e+001		
9.659000000e+003	-2.413789455e+001	3.033111458e+001		9.659000000e+003	1.594865814e+001	-1.844726472e+001		9.659000000e+003	-4.169186197e+000	-1.069161698e+001		
9.660000000e+003	-2.358071025e+001	3.014186585e+001		9.660000000e+003	1.553620490e+001	-1.843308989e+001		9.660000000e+003	-4.447739443e+000	-1.043417582e+001		
9.661000000e+003	-2.364454832e+001	2.984559174e+001		9.661000000e+003	1.556205723e+001	-1.834990030e+001		9.661000000e+003	-4.398701310e+000	-9.957148542e+000		
9.662000000e+003	-2.249170854e+001	3.038903687e+001		9.662000000e+003	1.491226044e+001	-1.955082402e+001		9.662000000e+003	-5.093493064e+000	-9.781080385e+000		
9.663000000e+003	-2.189202934e+001	2.960253469e+001		9.663000000e+003	1.364944516e+001	-1.896238354e+001		9.663000000e+003	-4.683381162e+000	-9.107485132e+000		
9.664000000e+003	-2.120403364e+001	3.058486421e+001		9.664000000e+003	1.408289769e+001	-1.982803136e+001		9.664000000e+003	-5.143072284e+000	-9.304907331e+000		
9.665000000e+003	-2.083288812e+001	2.982774173e+001		9.665000000e+003	1.367218557e+001	-1.935920868e+001		9.665000000e+003	-5.235226165e+000	-8.883757814e+000		
9.666000000e+003	-2.051995431e+001	2.976651145e+001		9.666000000e+003	1.313672409e+001	-1.944854899e+001		9.666000000e+003	-5.160949915e+000	-8.486130574e+000		
9.667000000e+003	-2.031916656e+001	2.959249561e+001		9.667000000e+003	1.331581704e+001	-2.002733161e+001		9.667000000e+003	-5.090403310e+000	-8.254716796e+000		
9.668000000e+003	-1.973350658e+001	2.974081627e+001		9.668000000e+003	1.237360181e+001	-1.982666833e+001		9.668000000e+003	-5.217681510e+000	-8.080965469e+000		
9.669000000e+003	-1.931591866e+001	2.978920985e+001		9.669000000e+003	1.237805731e+001	-2.049813659e+001		9.669000000e+003	-5.167215391e+000	-7.698592894e+000		
9.670000000e+003	-1.924679187e+001	2.931843443e+001		9.670000000e+003	1.190654981e+001	-2.037379332e+001		9.670000000e+003	-5.299343529e+000	-7.290045903e+000		
9.671000000e+003	-1.801852832e+001	2.966697958e+001		9.671000000e+003	1.112262197e+001	-2.059955273e+001		9.671000000e+003	-5.236438649e+000	-7.007307892e+000		
9.672000000e+003	-1.708252294e+001	2.917315723e+001		9.672000000e+003	1.026060732e+001	-2.054141104e+001		9.672000000e+003	-5.497437127e+000	-6.727901978e+000		
9.673000000e+003	-1.784796983e+001	2.842302414e+001		9.673000000e+003	1.027025351e+001	-2.010038876e+001		9.673000000e+003	-4.942724873e+000	-6.146472664e+000		
9.674000000e+003	-1.727649246e+001	2.827925623e+001		9.674000000e+003	1.014757980e+001	-2.079809522e+001		9.674000000e+003	-5.099354768e+000	-6.059167554e+000		
9.675000000e+003	-1.683073227e+001	2.800489941e+001		9.675000000e+003	9.165350635e+000	-2.013210863e+001		9.675000000e+003	-4.591037454e+000	-5.945892248e+000		
9.676000000e+003	-1.640820105e+001	2.836317556e+001		9.676000000e+003	9.007246076e+000	-2.062478423e+001		9.676000000e+003	-4.574159140e+000	-5.937666647e+000		
9.677000000e+003	-1.618625531e+001	2.727513388e+001		9.677000000e+003	8.662443795e+000	-2.021466494e+001		9.677000000e+003	-4.378710680e+000	-5.175559634e+000		
9.678000000e+003	-1.530478801e+001	2.782178430e+001		9.678000000e+003	7.685022559e+000	-2.089533671e+001		9.678000000e+003	-4.397008811e+000	-5.348900187e+000		
9.679000000e+003	-1.512556125e+001	2.772600541e+001		9.679000000e+003	7.350642899e+000	-2.099375140e+001		9.679000000e+003	-4.557993069e+000	-5.184502145e+000		
9.680000000e+003	-1.474581592e+001	2.769595664e+001		9.680000000e+003	7.014930557e+000	-2.136933297e+001		9.680000000e+003	-4.495918296e+000	-5.078776373e+000		
9.681000000e+003	-1.541503580e+001	2.744175267e+001		9.681000000e+003	7.181469216e+000	-2.058708790e+001		9.681000000e+003	-3.951545808e+000	-4.859635257e+000		
9.682000000e+003	-1.475092726e+001	2.705320370e+001		9.682000000e+003	6.628599612e+000	-2.130707576e+001		9.682000000e+003	-4.251883710e+000	-4.809982518e+000		
9.683000000e+003	-1.478696026e+001	2.663489537e+001		9.683000000e+003	6.038967648e+000	-2.063291570e+001		9.683000000e+003	-3.858555208e+000	-4.700502984e+000		
9.684000000e+003	-1.418736507e+001	2.684405731e+001		9.684000000e+003	6.081282852e+000	-2.141077139e+001		9.684000000e+003	-3.787317366e+000	-5.129176363e+000		
9.685000000e+003	-1.417443346e+001	2.633845632e+001		9.685000000e+003	5.169965168e+000	-2.083910419e+001		9.685000000e+003	-3.298444538e+000	-4.348713650e+000		
9.686000000e+003	-1.316802385e+001	2.681197646e+001		9.686000000e+003	4.602311965e+000	-2.166608633e+001		9.686000000e+003	-3.793621352e+000	-4.340854867e+000		
9.687000000e+003	-1.360903835e+001	2.623969310e+001		9.687000000e+003	3.994924513e+000	-2.118348403e+001		9.687000000e+003	-3.356618900e+000	-4.214801989e+000		
9.688000000e+003	-1.413905396e+001	2.565348387e+001		9.688000000e+003	3.890140099e+000	-2.078609874e+001		9.688000000e+003	-2.606453713e+000	-4.086959363e+000		
9.689000000e+003	-1.336693666e+001	2.546797101e+001		9.689000000e+003	4.388205558e+000	-2.066344992e+001		9.689000000e+003	-2.968722461e+000	-3.983233393e+000		
9.690000000e+003	-1.322450843e+001	2.564370464e+001		9.690000000e+003	2.862632204e+000	-2.108064107e+001		9.690000000e+003	-2.641910813e+000	-3.646302731e+000		
9.691000000e+003	-1.284150102e+001	2.593652140e+001		9.691000000e+003	2.170414791e+000	-2.094470121e+001		9.691000000e+003	-2.727197449e+000	-3.785939560e+000		
9.692000000e+003	-1.287927982e+001	2.548450468e+001		9.692000000e+003	2.224070052e+000	-2.021494190e+001		9.692000000e+003	-2.258889986e+000	-3.808276582e+000		
9.693000000e+003	-1.248809582e+001	2.512330488e+001		9.693000000e+003	1.532547863e+000	-2.091343568e+001		9.693000000e+003	-2.530771650e+000	-3.905625436e+000		
9.694000000e+003	-1.191365356e+001	2.441003567e+001		9.694000000e+003	1.196948912e+000	-2.035147925e+001		9.694000000e+003	-2.314600868e+000	-3.534876687e+000		
9.695000000e+003	-1.213184009e+001	2.472736663e+001		9.695000000e+003	6.934703525e-001	-2.003780480e+001		9.695000000e+003	-2.160578574e+000	-3.797424515e+000		
9.696000000e+003	-1.266946437e+001	2.426767435e+001		9.696000000e+003	5.551456386e-001	-1.961009534e+001		9.696000000e+003	-1.540549502e+000	-3.531473406e+000		
9.697000000e+003	-1.172793688e+001	2.438011605e+001		9.697000000e+003	-6.378792790e-001	-1.956220123e+001		9.697000000e+003	-1.571519691e+000	-3.962181985e+000		
9.698000000e+003	-1.106850867e+001	2.439910036e+001		9.698000000e+003	-6.121779719e-001	-1.987751255e+001		9.698000000e+003	-1.771410329e+000	-3.888094007e+000		
9.699000000e+003	-1.192479737e+001	2.427497026e+001		9.699000000e+003	-5.541976678e-001	-2.029742819e+001		9.699000000e+003	-1.421534927e+000	-3.870493337e+000		
9.700000000e+003	-1.152509292e+001	2.389086823e+001		9.700000000e+003	-1.404497613e+000	-1.917490325e+001		9.700000000e+003	-1.256409569e+000	-4.092397455e+000		
9.701000000e+003	-1.111501253e+001	2.458948338e+001		9.701000000e+003	-1.964685497e+000	-1.971824413e+001		9.701000000e+003	-6.778977840e-001	-4.176562242e+000		
9.702000000e+003	-1.108536364e+001	2.430545781e+001		9.702000000e+003	-2.309913334e+000	-1.914323628e+001		9.702000000e+003	-5.743333910e-001	-4.546385971e+000		
9.703000000e+003	-1.108313939e+001	2.384369453e+001		9.703000000e+003	-2.551892492e+000	-1.956460208e+001		9.703000000e+003	-9.030600893e-001	-4.521601418e+000		
9.704000000e+003	-1.062587596e+001	2.322938460e+001		9.704000000e+003	-3.835687602e+000	-1.808907726e+001		9.704000000e+003	-6.995487238e-001	-4.180705383e+000		
9.705000000e+003	-1.032157386e+001	2.416931100e+001		9.705000000e+003	-4.459343430e+000	-1.905058332e+001		9.705000000e+003	-1.483246601e-001	-4.182144649e+000		
9.706000000e+003	-1.091015438e+001	2.353581448e+001		9.706000000e+003	-3.176909205e+000	-1.909434946e+001		9.706000000e+003	-3.840630193e-002	-4.388186498e+000		
9.707000000e+003	-1.025739737e+001	2.274510031e+001		9.707000000e+003	-4.174832399e+000	-1.742559577e+001		9.707000000e+003	-6.383683864e-001	-4.515521490e+000		
9.708000000e+003	-1.034586011e+001	2.260093718e+001		9.708000000e+003	-4.878887193e+000	-1.662613085e+001		9.708000000e+003	1.108832926e-001	-4.721062319e+000		
9.709000000e+003	-1.019031278e+001	2.264340098e+001		9.709000000e+003	-5.171774364e+000	-1.719785095e+001		9.709000000e+003	9.843635076e-002	-4.947460837e+000		
9.710000000e+003	-9.853252972e+000	2.224169167e+001		9.710000000e+003	-5.114677896e+000	-1.669748734e+001		9.710000000e+003	1.541806016e-001	-5.175188537e+000		
9.711000000e+003	-9.675856800e+000	2.235361056e+001		9.711000000e+003	-5.600481196e+000	-1.662109887e+001		9.711000000e+003	2.307077104e-001	-5.230501871e+000		
9.712000000e+003	-9.919338630e+000	2.205460573e+001		9.712000000e+003	-6.112560052e+000	-1.615603384e+001		9.712000000e+003	3.301337026e-001	-5.277380327e+000		
9.713000000e+003	-1.002336879e+001	2.156893663e+001		9.713000000e+003	-6.108340668e+000	-1.540718285e+001		9.713000000e+003	3.260655632e-001	-5.503284438e+000		
9.714000000e+003	-9.485786528e+000	2.150686147e+001		9.714000000e+003	-7.133075641e+000	-1.495687925e+001		9.714000000e+003	5.425335336e-001	-5.470451664e+000		
9.715000000e+003	-9.594658847e+000	2.129668504e+001		9.715000000e+003	-6.884627175e+000	-1.494079525e+001		9.715000000e+003	4.737672423e-001	-5.736630333e+000		
9.716000000e+003	-9.472205301e+000	2.142702810e+001		9.716000000e+003	-7.455776239e+000	-1.399234217e+001		9.716000000e+003	4.433275401e-001	-6.065949610e+000		
9.717000000e+003	-1.000549388e+001	2.109225011e+001		9.717000000e+003	-7.205135421e+000	-1.349434206e+001		9.717000000e+003	6.117305351e-001	-6.180006789e+000		
9.718000000e+003	-9.664217415e+000	2.137569686e+001		9.718000000e+003	-7.487137460e+000	-1.392989046e+001		9.718000000e+003	9.640491890e-001	-6.845404448e+000		
9.719000000e+003	-9.342826161e+000	2.114892453e+001		9.719000000e+003	-7.769521489e+000	-1.358329649e+001		9.719000000e+003	3.467611171e-001	-6.812588401e+000		
9.720000000e+003	-9.957783375e+000	2.135086369e+001		9.720000000e+003	-7.394447939e+000	-1.263232897e+001		9.720000000e+003	8.529295723e-001	-7.263763346e+000		
9.721000000e+003	-9.523238568e+000	2.100398964e+001		9.721000000e+003	-8.461016545e+000	-1.333376819e+001		9.721000000e+003	8.830847276e-001	-7.020080018e+000		
9.722000000e+003	-9.316465028e+000	2.093765270e+001		9.722000000e+003	-8.155808867e+000	-1.175933388e+001		9.722000000e+003	7.012396671e-001	-8.086764544e+000		
9.723000000e+003	-9.275433494e+000	2.068155978e+001		9.723000000e+003	-7.616704871e+000	-1.173894765e+001		9.723000000e+003	6.660530608e-001	-7.911931044e+000		
9.724000000e+003	-9.119469940e+000	2.095362466e+001		9.724000000e+003	-8.476975285e+000	-1.132366800e+001		9.724000000e+003	2.573859925e-001	-8.212425709e+000		
9.725000000e+003	-9.442060065e+000	2.051938327e+001		9.725000000e+003	-7.933793887e+000	-1.104785948e+001		9.725000000e+003	2.632395756e-001	-8.187258000e+000		
9.726000000e+003	-9.366150053e+000	2.032676744e+001		9.726000000e+003	-8.208872667e+000	-1.043650043e+001		9.726000000e+003	6.651421050e-002	-8.527216567e+000		
9.727000000e+003	-9.196425559e+000	2.013265322e+001		9.727000000e+003	-8.011002350e+000	-9.222386809e+000		9.727000000e+003	-3.100954703e-001	-8.790067030e+000		
9.728000000e+003	-9.125984759e+000	2.009718036e+001		9.728000000e+003	-8.278806222e+000	-9.666405878e+000		9.728000000e+003	-4.545243504e-001	-8.641369826e+000		
9.729000000e+003	-8.934907779e+000	2.011585659e+001		9.729000000e+003	-8.840636620e+000	-8.444226144e+000		9.729000000e+003	-5.023315709e-001	-9.190312957e+000		
9.730000000e+003	-8.820315738e+000	2.006364001e+001		9.730000000e+003	-8.770023887e+000	-8.394979122e+000		9.730000000e+003	-8.571352443e-001	-9.360483234e+000		
9.731000000e+003	-9.189922410e+000	2.023155337e+001		9.731000000e+003	-8.787603940e+000	-8.568076167e+000		9.731000000e+003	-6.948368774e-001	-9.424234947e+000		
9.732000000e+003	-8.743794233e+000	1.984857630e+001		9.732000000e+003	-8.299237579e+000	-7.738170381e+000		9.732000000e+003	-1.487468684e+000	-9.412803284e+000		
9.733000000e+003	-8.673972706e+000	2.004255982e+001		9.733000000e+003	-8.642941349e+000	-7.668621148e+000		9.733000000e+003	-1.451473220e+000	-9.645918507e+000		
9.734000000e+003	-8.802602650e+000	1.996918836e+001		9.734000000e+003	-8.194940570e+000	-7.111754274e+000		9.734000000e+003	-1.662002175e+000	-9.727373194e+000		
9.735000000e+003	-8.939105768e+000	1.960143796e+001		9.735000000e+003	-8.653479890e+000	-6.738740819e+000		9.735000000e+003	-1.832075789e+000	-1.007497854e+001		
9.736000000e+003	-8.616209119e+000	2.009354874e+001		9.736000000e+003	-8.450689616e+000	-6.809371447e+000		9.736000000e+003	-1.901174181e+000	-1.033168295e+001		
9.737000000e+003	-8.532337243e+000	1.971774934e+001		9.737000000e+003	-8.545402668e+000	-6.421624186e+000		9.737000000e+003	-2.516321028e+000	-1.010351025e+001		
9.738000000e+003	-8.467734418e+000	1.940360031e+001		9.738000000e+003	-8.179042513e+000	-5.508112203e+000		9.738000000e+003	-2.823900384e+000	-1.035132699e+001		
9.739000000e+003	-8.503542583e+000	1.957534756e+001		9.739000000e+003	-8.341317832e+000	-5.384858114e+000		9.739000000e+003	-3.094436140e+000	-1.029055495e+001		
9.740000000e+003	-8.230066445e+000	1.922814521e+001		9.740000000e+003	-8.181409912e+000	-4.928929701e+000		9.740000000e+003	-3.357494519e+000	-1.025728923e+001		
9.741000000e+003	-8.243013617e+000	1.930425671e+001		9.741000000e+003	-7.391286221e+000	-4.241998674e+000		9.741000000e+003	-3.600637538e+000	-1.027422511e+001		
9.742000000e+003	-7.953574850e+000	1.894614394e+001		9.742000000e+003	-7.997870796e+000	-3.883060854e+000		9.742000000e+003	-4.123771513e+000	-9.869010992e+000		
9.743000000e+003	-7.869811113e+000	1.882445204e+001		9.743000000e+003	-7.346500147e+000	-3.987662443e+000		9.743000000e+003	-4.535666160e+000	-1.034233741e+001		
9.744000000e+003	-8.022386556e+000	1.935302217e+001		9.744000000e+003	-7.271966385e+000	-3.592281236e+000		9.744000000e+003	-4.623397604e+000	-1.030069360e+001		
9.745000000e+003	-8.180361970e+000	1.856802615e+001		9.745000000e+003	-7.123016337e+000	-3.758918699e+000		9.745000000e+003	-4.921982324e+000	-9.820907604e+000		
